gene,model,pearson,best,feature0,feature0_importance,feature1,feature1_importance,feature2,feature2_importance,feature3,feature3_importance,feature4,feature4_importance,feature5,feature5_importance,feature6,feature6_importance,feature7,feature7_importance,feature8,feature8_importance,feature9,feature9_importance
MAP4K4 (9448),Extended_omics,0.33550191071718394,True,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.04285853186410605,ST_TUMOR_NECROSIS_FACTOR_PATHWAY_ssGSEA,0.018940763852025738,MED1_(5469)_RNAseq,0.01860411434037235,ST_GA12_PATHWAY_ssGSEA,0.017907289549848892,TRIL_(9865)_RNAseq,0.01673738566541675,BIOCARTA_KREB_PATHWAY_ssGSEA,0.014255069664533196,NRAS_(4893)_RNAseq,0.012076020430345709,BIOCARTA_FEEDER_PATHWAY_ssGSEA,0.011723195184036498,F8A1_(8263)_RNAseq,0.011287391089365086,AMY1A_(276)_MutDrv,0.011278743829627987
MAP4K4 (9448),Related,0.2528273527598463,False,osteosarcoma_Lin,0.06483160803136374,MAP4K4_(9448)_RNAseq,0.04873175255300732,MAP4K4_(9448)_CN,0.035212039005458995,NRAS_(4893)_RNAseq,0.028860240912483237,TRIL_(9865)_RNAseq,0.02699712299294429,TNS2_(23371)_CN,0.02109584411913304,MED1_(5469)_RNAseq,0.021090111829956938,F8A1_(8263)_RNAseq,0.020205705693711787,HNF1B_(6928)_RNAseq,0.02011274089535029,AMY1A_(276)_RNAseq,0.01974332578513001
MED1 (5469),Core_omics,0.3909551173340093,False,TRIL_(9865)_RNAseq,0.03157429410683072,ST_GA12_PATHWAY_ssGSEA,0.01575770093558701,MED1_(5469)_RNAseq,0.015225152248039046,BIOCARTA_KREB_PATHWAY_ssGSEA,0.012327391083424892,UNC93B1_(81622)_RNAseq,0.010138177209684912,HNF1B_(6928)_RNAseq,0.009449840726229465,F8A1_(8263)_RNAseq,0.008324651199090802,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.00826060210833094,KDM7A_(80853)_CN,0.007845656602741384,BIOCARTA_FEEDER_PATHWAY_ssGSEA,0.007674628228356842
MED1 (5469),DNA_based,0.34395032374287104,False,KDM7A_(80853)_CN,0.03308237310848475,TNS2_(23371)_CN,0.02723509315143234,C1orf74_(148304)_CN,0.025802837039501685,MED1_(5469)_CN,0.017590312153024677,TRIL_(9865)_CN,0.016738282306584758,NRAS_(4893)_CN,0.015977995702528325,PSG7_(5676)_CN,0.014984541197144553,UNC93B1_(81622)_CN,0.013875524796617557,HNF1B_(6928)_CN,0.01371055738628958,SOX10_(6663)_CN,0.013258908808764245
MED1 (5469),Extended_omics,0.3735617094336474,False,TRIL_(9865)_RNAseq,0.032883943576931834,KDM7A_(80853)_CN,0.032433412746126565,PSG7_(5676)_RNAseq,0.032006186332624205,ST_GA12_PATHWAY_ssGSEA,0.015090826871043624,MED1_(5469)_RNAseq,0.013998181387797636,NRAS_(4893)_RNAseq,0.009401346569492087,ST_INTERFERON_GAMMA_PATHWAY_ssGSEA,0.00904891125562887,ST_TUMOR_NECROSIS_FACTOR_PATHWAY_ssGSEA,0.008582302462583041,TNS2_(23371)_RNAseq,0.00855700815768936,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.00847197098638204
MED1 (5469),Related,0.4124930901763814,True,MED1_(5469)_CN,0.041767256097948915,MED1_(5469)_RNAseq,0.03702303007658648,MIR3613_(100500908)_CN,0.034370457597101965,HNF1B_(6928)_CN,0.028264417183509805,HNF1B_(6928)_RNAseq,0.02567230328058184,F8A1_(8263)_RNAseq,0.02268595873141437,TNS2_(23371)_CN,0.021440116859710447,SOX10_(6663)_CN,0.02019351713405096,ANOS1_(3730)_RNAseq,0.01832819795157861,UNC93B1_(81622)_CN,0.013185759492525713
NRAS (4893),Core_omics,0.6872922298437564,True,NRAS_(4893)_MutHot,0.425301584252387,NRAS_(4893)_MutDrv,0.22979428356798706,MED1_(5469)_RNAseq,0.010903001259304226,ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS_ssGSEA,0.007296505946756515,KDM7A_(80853)_RNAseq,0.0066587384161292855,TRIL_(9865)_RNAseq,0.006580085801838252,MAP4K4_(9448)_RNAseq,0.0060102392015327286,TNS2_(23371)_CN,0.0052402164771819144,UNC93B1_(81622)_MutDrv,0.004894018853381607,PSG7_(5676)_RNAseq,0.004728624917990764
NRAS (4893),DNA_based,0.6547090183235054,False,NRAS_(4893)_MutHot,0.4066356970265266,NRAS_(4893)_MutDrv,0.2868354419916899,MIR3613_(100500908)_CN,0.011894711982956151,C1orf74_(148304)_CN,0.010693864786089071,TRIL_(9865)_CN,0.009792119710008351,TNS2_(23371)_CN,0.008497531173158074,NRAS_(4893)_CN,0.006710171685291787,MED1_(5469)_CN,0.006517112631176521,SOX10_(6663)_MutDrv,0.005644368146329828,ANOS1_(3730)_CN,0.005635160522700071
NRAS (4893),Extended_omics,0.6778479220454996,False,NRAS_(4893)_MutDrv,0.6025963866740842,SWI5_(375757)_MutDrv,0.013837649034931657,TNS2_(23371)_CN,0.01197210181658065,ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS_ssGSEA,0.010936566934826137,BIOCARTA_KREB_PATHWAY_ssGSEA,0.009817879185654877,KDM7A_(80853)_RNAseq,0.009104407040528407,BIOCARTA_FEEDER_PATHWAY_ssGSEA,0.00872942453459379,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.006989379450193789,KAL1_(3730)_MutDam,0.005877044826069794,HNF1B_(6928)_RNAseq,0.0050656176994770975
NRAS (4893),Related,0.6858780523340547,False,NRAS_(4893)_MutHot,0.4408601914976784,NRAS_(4893)_MutDrv,0.2104433825526478,NRAS_(4893)_CN,0.013620881600746908,KDM7A_(80853)_CN,0.006680052222038989,F8A1_(8263)_RNAseq,0.006059710238166939,TRIL_(9865)_RNAseq,0.005777917708235569,PSG7_(5676)_RNAseq,0.005649735502821756,TNS2_(23371)_RNAseq,0.004917394444966289,NRAS_(4893)_RNAseq,0.004547993137680064,SWI5_(375757)_RNAseq,0.00454052010974101
SOX10 (6663),Core_omics,0.6993625523214938,True,SOX10_(6663)_RNAseq,0.5618486352623641,ST_G_ALPHA_S_PATHWAY_ssGSEA,0.01906765827044728,NRAS_(4893)_RNAseq,0.016035473212029677,BIOCARTA_FEEDER_PATHWAY_ssGSEA,0.012715989056936996,ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS_ssGSEA,0.010304376099274995,BIOCARTA_KREB_PATHWAY_ssGSEA,0.006860270526610664,PSG7_(5676)_RNAseq,0.006397444930433214,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.005876009017764283,ST_WNT_CA2_CYCLIC_GMP_PATHWAY_ssGSEA,0.004182372714361768,ST_GA12_PATHWAY_ssGSEA,0.003881223436164915
SOX10 (6663),DNA_based,0.5677138773487422,False,melanoma_Lin,0.5886725897727542,skin_Lin,0.014196193650692088,C1orf74_(148304)_CN,0.006474487037842786,TNS2_(23371)_CN,0.00637727394629483,MIR3613_(100500908)_CN,0.0058005928413577676,TRIL_(9865)_CN,0.005728410687685431,ANOS1_(3730)_CN,0.005534020152450165,lung_Lin,0.0055200399657403644,HNF1B_(6928)_CN,0.004785237476023377,PSG7_(5676)_CN,0.004364245039493258
SOX10 (6663),Extended_omics,0.6642381242391278,False,SOX10_(6663)_RNAseq,0.10737166212968624,HNF1B_(6928)_RNAseq,0.10316971424519247,ST_INTERFERON_GAMMA_PATHWAY_ssGSEA,0.0858831003583145,TRIL_(9865)_RNAseq,0.08350436657376667,BIOCARTA_FEEDER_PATHWAY_ssGSEA,0.0567379815450105,BIOCARTA_KREB_PATHWAY_ssGSEA,0.0333569952856799,ST_GA12_PATHWAY_ssGSEA,0.02949589125898508,ST_G_ALPHA_S_PATHWAY_ssGSEA,0.02562874330090778,ST_TUMOR_NECROSIS_FACTOR_PATHWAY_ssGSEA,0.022741817435239075,PSG7_(5676)_RNAseq,0.011265170713186086
SOX10 (6663),Related,0.6977631660714766,False,SOX10_(6663)_RNAseq,0.6689749128764613,PSG7_(5676)_RNAseq,0.01737785915780323,SOX10_(6663)_CN,0.010593003607648057,MED1_(5469)_RNAseq,0.007009286713010809,PSG7_(5676)_CN,0.006440827119469898,NRAS_(4893)_RNAseq,0.006366193662375007,NRAS_(4893)_CN,0.006023054775579971,HNF1B_(6928)_CN,0.005927898669414866,TRIL_(9865)_RNAseq,0.005803503323777922,MED1_(5469)_CN,0.005429061257468851
bad id,Core_omics,0.22561754968862074,True,ST_WNT_CA2_CYCLIC_GMP_PATHWAY_ssGSEA,0.023500162710905687,NRAS_(4893)_RNAseq,0.023142262416075674,KDM7A_(80853)_RNAseq,0.023132519667759432,PSG7_(5676)_RNAseq,0.02017920227179848,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.013583494461217123,ST_INTERFERON_GAMMA_PATHWAY_ssGSEA,0.012721858542447213,ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS_ssGSEA,0.010756735816190148,ST_GA12_PATHWAY_ssGSEA,0.01058768042946964,TNS2_(23371)_RNAseq,0.009999433198477951,MED1_(5469)_RNAseq,0.009535924809336693
